,loteria,concurso,data,local,dezenasOrdemSorteio,dezenas,trevos,timeCoracao,mesSorte,premiacoes,estadosPremiados,observacao,acumulou,proximoConcurso,dataProximoConcurso,localGanhadores,valorArrecadado,valorAcumuladoConcurso_0_5,valorAcumuladoConcursoEspecial,valorAcumuladoProximoConcurso,valorEstimadoProximoConcurso
122,megasena,1521.0,14/08/2013,"Caminhão da Sorte em CÍCERO DANTAS, BA","['18', '30', '14', '11', '33', '39']","['11', '14', '18', '30', '33', '39']",,,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 1, 'valorPremio': 25313774}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 134, 'valorPremio': 19657.33}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 9266, 'valorPremio': 406.1}]",[],,0.0,1522.0,17/08/2013,"[{'ganhadores': 1, 'municipio': 'NOVA IGUAÇU', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'RJ'}]",44992102.0,5710880.53,37199808.87,0.0,2500000.0
125,megasena,1765.0,2015-11-28,"Caminhão da Sorte em CÂNDIDO MOTA, SP","['01', '28', '56', '37', '06', '58']","['01', '06', '28', '37', '56', '58']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 185, 'valorPremio': 28048.25}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 9138, 'valorPremio': 811.2}]",,,1.0,1766.0,02/12/2015,[],88630710.0,6008229.18,86300786.31,92385569.0,105000000.0
126,megasena,1167.0,03/04/2010,"Caminhão da Sorte em JACAREÍ, SP","['43', '28', '56', '20', '52', '51']","['20', '28', '43', '51', '52', '56']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 44, 'valorPremio': 52834.93}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 4342, 'valorPremio': 764.86}]",[],,1.0,1168.0,07/04/2010,[],39708236.0,8054977.74,13989754.45,33984911.71,39000000.0
135,megasena,2831.0,20/02/2025,"ESPAÇO DA SORTE em SÃO PAULO, SP","['32', '09', '38', '55', '48', '02']","['02', '09', '32', '38', '48', '55']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 104, 'valorPremio': 61922.77}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 8283, 'valorPremio': 1110.7}]",[],,1.0,2832.0,22/02/2025,[],110575050.0,13801639.29,16129098.42,103779962.72,120000000.0
136,megasena,1527.0,04/09/2013,"Caminhão da Sorte em ITANHAÉM, SP","['32', '44', '42', '48', '16', '36']","['16', '32', '36', '42', '44', '48']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 92, 'valorPremio': 14866.46}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 5439, 'valorPremio': 359.23}]",[],,1.0,1528.0,06/09/2013,[],23361580.0,8003977.15,40406725.15,2519473.73,5200000.0
139,megasena,509.0,29/10/2003,"Caminhão da Sorte em VICENTE DE CARVALHO, SP","['32', '55', '34', '35', '28', '33']","['28', '32', '33', '34', '35', '55']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 39, 'valorPremio': 13104.28}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 2852, 'valorPremio': 178.52}]",[],"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$8.500.000,00.",1.0,510.0,01/11/2003,[],0.0,7199176.21,0.0,7199176.21,0.0
140,megasena,1829.0,18/06/2016,"Caminhão da Sorte em CARATINGA, MG","['53', '32', '30', '07', '24', '13']","['07', '13', '24', '30', '32', '53']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 103, 'valorPremio': 21224.08}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 6254, 'valorPremio': 499.35}]",,,1.0,1830.0,22/06/2016,[],37916872.0,22971302.58,31418458.03,22971302.58,27000000.0
142,megasena,961.0,16/04/2008,"Caminhão da Sorte em SÃO PAULO, SP","['16', '53', '02', '04', '21', '36']","['02', '04', '16', '21', '36', '53']",[],,-,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 81, 'valorPremio': 15330.15}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 7193, 'valorPremio': 172.63}]",,,1.0,962.0,19/04/2008,[],0.0,2948217.32,0.0,10884250.08,13000000.0
143,megasena,2903.0,19/08/2025,"ESPAÇO DA SORTE em SÃO PAULO, SP","['27', '20', '46', '50', '54', '24']","['20', '24', '27', '46', '50', '54']",,,nan,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 1, 'valorPremio': 63090150.68}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 51, 'valorPremio': 52488.22}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 3737, 'valorPremio': 1180.75}]",[],,0.0,2904.0,21/08/2025,"[{'ganhadores': 1, 'municipio': 'CAXIAS', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'MA'}]",67176240.0,16718226.78,87829584.22,0.0,3500000.0
145,megasena,1432.0,10/10/2012,"Caminhão da Sorte em TOLEDO, PR","['16', '24', '25', '45', '59', '42']","['16', '24', '25', '42', '45', '59']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 124, 'valorPremio': 24792.19}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 10268, 'valorPremio': 427.71}]",[],,1.0,1433.0,13/10/2012,[],52510170.0,9569185.25,42082449.86,27888229.83,35000000.0
149,megasena,1505.0,2013-06-22,"Caminhão da Sorte em SÃO JOÃO DA BARRA, RJ","['32', '01', '06', '09', '16', '02']","['01', '02', '06', '09', '16', '32']",[],--,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 263, 'valorPremio': 9151.9}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 15199, 'valorPremio': 226.23}]",[],,1.0,1506.0,26/06/2013,[],41112500.0,2786994.73,28385940.5,24873756.07,29500000.0
151,megasena,14.0,10/06/1996,"Auditório em Brasília, DF","['16', '02', '27', '47', '23', '53']","['02', '16', '23', '27', '47', '53']",[],,N/A,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 85, 'valorPremio': 10458.19}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 5323, 'valorPremio': 167}]",[],,1.0,15.0,,[],0.0,0.0,0.0,3006941.32,0.0
152,megasena,2276.0,04/07/2020,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP","['49', '27', '05', '18', '57', '15']","['05', '15', '18', '27', '49', '57']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 75, 'valorPremio': 36939.97}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 5403, 'valorPremio': 732.52}]",[],,1.0,2277.0,08/07/2020,[],48052620.0,5767279.13,45858850.69,27323557.62,33000000.0
153,megasena,542.0,03/03/2004,"Caminhão da Sorte em UMUARAMA, PR","['49', '04', '19', '28', '35', '06']","['04', '06', '19', '28', '35', '49']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 42, 'valorPremio': 9683.43}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 2800, 'valorPremio': 144.7}]",[],"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$1.700.000,00 (HUM MILHÃO E SETECENTOS MIL REAIS).",1.0,543.0,06/03/2004,[],0.0,2948501.23,0.0,711731.71,0.0
156,megasena,2711.0,11/04/2024,"ESPAÇO DA SORTE em SÃO PAULO, SP","['36', '55', '14', '38', '60', '46']","['14', '36', '38', '46', '55', '60']",,,-,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 69, 'valorPremio': 49876.99}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 4507, 'valorPremio': 1090.84}]",[],,1.0,2712.0,13/04/2024,[],59690960.0,7670675.19,42311648.77,48621142.88,56000000.0
160,megasena,2697.0,07/03/2024,"ESPAÇO DA SORTE em SÃO PAULO, SP","['25', '42', '13', '11', '10', '27']","['10', '11', '13', '25', '27', '42']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 98, 'valorPremio': 18712.71}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 4663, 'valorPremio': 561.82}]",[],,1.0,2698.0,09/03/2024,[],31806945.0,26748012.41,29642210.29,3378136.11,7500000.0
161,megasena,111.0,18/04/1998, em ,"['52', '32', '04', '33', '25', '22']","['04', '22', '25', '32', '33', '52']",,,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 68, 'valorPremio': 18082.94}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 6109, 'valorPremio': 200.88}]",[],,1.0,112.0,,[],0.0,1761313.22,0.0,14165647.19,0.0
162,megasena,1437.0,27/10/2012,"Caminhão da Sorte em VITÓRIA, ES","['48', '37', '26', '22', '38', '23']","['22', '23', '26', '37', '38', '48']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 107, 'valorPremio': 33311.44}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 8856, 'valorPremio': 574.96}]",[],,1.0,1438.0,31/10/2012,[],60881314.0,10064899.3,45615933.98,31063955.59,38000000.0
174,megasena,2676.0,16/01/2024,"ESPAÇO DA SORTE em SÃO PAULO, SP","['14', '04', '19', '29', '22', '06']","['04', '06', '14', '19', '22', '29']",,,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 70, 'valorPremio': 30526.54}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 4664, 'valorPremio': 654.51}]",[],,1.0,2677.0,18/01/2024,[],37062510.0,5228361.93,2848505.1,20764458.36,27000000.0
176,megasena,1379.0,11/04/2012,"Caminhão da Sorte em ITAJAÍ, SC","['45', '05', '36', '12', '50', '58']","['05', '12', '36', '45', '50', '58']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 61, 'valorPremio': 24980.79}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 5455, 'valorPremio': 399.06}]",[],,1.0,1380.0,14/04/2012,[],26028118.0,13848344.05,13038156.32,13848344.05,17000000.0
179,megasena,2556.0,18/01/2023,"ESPAÇO DA SORTE em SÃO PAULO, SP","['34', '10', '14', '02', '06', '56']","['02', '06', '10', '14', '34', '56']",[],,nan,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 136, 'valorPremio': 31797.29}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 9200, 'valorPremio': 671.49}]",[],,1.0,2557.0,21/01/2023,[],75004668.0,9401289.17,4481563.59,41688534.35,51000000.0
192,megasena,1403.0,04/07/2012,"Caminhão da Sorte em UNAÍ, MG","['16', '39', '13', '26', '42', '20']","['13', '16', '20', '26', '39', '42']",[],--,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 95, 'valorPremio': 19010.85}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 6176, 'valorPremio': 417.75}]",[],,1.0,1404.0,07/07/2012,[],30848352.0,9215832.61,25732398.05,6166518.19,10000000.0
193,megasena,1352.0,07/01/2012,"Caminhão da Sorte em TRÊS RIOS, RJ","['35', '59', '36', '09', '18', '24']","['09', '18', '24', '35', '36', '59']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 75, 'valorPremio': 21559.89}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 6632, 'valorPremio': 348.3}]",[],,1.0,1353.0,11/01/2012,[],27619428.0,3250698.57,738795.15,5171565.92,8000000.0
196,megasena,2571.0,08/03/2023,"ESPAÇO DA SORTE em SÃO PAULO, SP","['18', '51', '38', '33', '09', '41']","['09', '18', '33', '38', '41', '51']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 38, 'valorPremio': 57282.26}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 3051, 'valorPremio': 1019.2}]",[],,1.0,2572.0,11/03/2023,[],37754001.0,7869418.87,22741591.46,4009758.06,9000000.0
197,megasena,529.0,14/01/2004,"Caminhão da Sorte em RIO DAS OSTRAS, RJ","['56', '45', '13', '33', '38', '01']","['01', '13', '33', '38', '45', '56']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 15, 'valorPremio': 348732.75}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 87, 'valorPremio': 8565.12}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 4758, 'valorPremio': 156.03}]",,"Estimativa de prêmio (SENA) próximo concurso: R$7.000.000,00 (SETE MILHÕES DE REAIS).",0.0,530.0,17/01/2004,"[{'ganhadores': 1, 'municipio': '', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'BA'}, {'ganhadores': 2, 'municipio': '', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'CE'}, {'ganhadores': 3, 'municipio': '', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'PB'}, {'ganhadores': 5, 'municipio': '', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'PE'}, {'ganhadores': 2, 'municipio': '', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'PI'}, {'ganhadores': 2, 'municipio': '', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'RN'}]",0.0,5955079.04,0.0,0.0,0.0
198,megasena,2768.0,2024-08-29,"ESPAÇO DA SORTE em SÃO PAULO, SP","['02', '18', '32', '28', '33', '12']","['02', '12', '18', '28', '32', '33']",[],,null,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 36, 'valorPremio': 46680.86}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 3474, 'valorPremio': 691.05}]",[],,1.0,2769.0,31/08/2024,[],29147450.0,10078159.61,93688865.1,5865639.48,9500000.0
201,megasena,2554.0,12/01/2023,"ESPAÇO DA SORTE em SÃO PAULO, SP","['43', '19', '25', '44', '48', '49']","['19', '25', '43', '44', '48', '49']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 78, 'valorPremio': 32743.81}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 4929, 'valorPremio': 740.23}]",[],,1.0,2555.0,14/01/2023,[],44297901.0,26731937.94,2344906.92,26731937.94,33000000.0
210,megasena,1120.0,24/10/2009,"Caminhão da Sorte em TIMBÓ, SC","['50', '55', '07', '35', '44', '40']","['07', '35', '40', '44', '50', '55']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 63, 'valorPremio': 30741.97}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 4116, 'valorPremio': 672.2}]",[],,1.0,1121.0,28/10/2009,[],33081040.0,2242546.28,40598023.55,18307829.45,22000000.0
215,megasena,2353.0,2021-03-17,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP","['19', '03', '34', '53', '48', '41']","['03', '19', '34', '41', '48', '53']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 71, 'valorPremio': 45966}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 5457, 'valorPremio': 854.36}]",[],,1.0,2354.0,20/03/2021,[],56604937.5,13574254.52,14321415.15,38714021.01,45000000.0
221,megasena,2291.0,19/08/2020,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP","['37', '31', '26', '12', '36', '49']","['12', '26', '31', '36', '37', '49']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 37, 'valorPremio': 79084.35}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 3269, 'valorPremio': 1278.73}]",[],,1.0,2292.0,22/08/2020,[],50751810.0,6169965.08,54662326.23,32942212.09,40000000.0
225,megasena,1947.0,08/07/2017,"Caminhão da Sorte em UBÁ, MG","['52', '59', '55', '40', '08', '33']","['08', '33', '40', '52', '55', '59']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 63, 'valorPremio': 41438.63}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 4250, 'valorPremio': 877.52}]",[],,1.0,1948.0,12/07/2017,[],45280627.0,7435610.84,36527380.26,31543054.69,36000000.0
236,megasena,1588.0,05/04/2014,"Caminhão da Sorte em ITUPORANGA, SC","['36', '29', '23', '49', '32', '45']","['23', '29', '32', '36', '45', '49']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 2, 'valorPremio': 25541942.1}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 353, 'valorPremio': 15601.86}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 21216, 'valorPremio': 370.84}]",[],,0.0,1589.0,09/04/2014,"[{'ganhadores': 1, 'municipio': 'UBERLÂNDIA', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'MG'}, {'ganhadores': 1, 'municipio': 'SÃO PAULO', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'SP'}]",94071416.0,19373490.99,22398347.52,0.0,2500000.0
238,megasena,1946.0,06/07/2017,"Caminhão da Sorte em UBÁ, MG","['06', '39', '04', '44', '52', '60']","['04', '06', '39', '44', '52', '60']",[],, ,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 40, 'valorPremio': 56855.82}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 3729, 'valorPremio': 871.25}]",,,1.0,1947.0,08/07/2017,[],39445854.0,4412771.53,35840371.31,26733992.14,32000000.0
239,megasena,2510.0,13/08/2022,"ESPAÇO DA SORTE em SÃO PAULO, SP","['25', '32', '13', '57', '08', '44']","['08', '13', '25', '32', '44', '57']",[],,null,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 4, 'valorPremio': 6670155.67}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 242, 'valorPremio': 14818.18}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 10296, 'valorPremio': 497.55}]",[],,0.0,2511.0,17/08/2022,"[{'ganhadores': 1, 'municipio': 'CANAL ELETRONICO', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': '--'}, {'ganhadores': 1, 'municipio': 'MORRETES', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'PR'}, {'ganhadores': 1, 'municipio': 'DUQUE DE CAXIAS', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'RJ'}, {'ganhadores': 1, 'municipio': 'BARUERI', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'SP'}]",62197002.0,4152209.65,76276832.41,0.0,3000000.0
240,megasena,896.0,2007-08-25,"Caminhão da Sorte em CRUZEIRO DO OESTE, PR","['31', '11', '41', '35', '22', '05']","['05', '11', '22', '31', '35', '41']",,,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 98, 'valorPremio': 31002.68}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 10769, 'valorPremio': 281.06}]",[],,1.0,897.0,29/08/2007,[],0.0,6807861.2,0.0,39670465.09,45000000.0
242,megasena,1522.0,17/08/2013,"Caminhão da Sorte em CÍCERO DANTAS, BA","['33', '05', '23', '32', '08', '56']","['05', '08', '23', '32', '33', '56']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 93, 'valorPremio': 16446.2}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 6765, 'valorPremio': 322.98}]",[],,1.0,1523.0,21/08/2013,[],26124950.0,7481877.13,37602308.11,2817494.59,6000000.0
244,megasena,1925.0,29/04/2017,"Caminhão da Sorte em FRANCO DA ROCHA, SP","['47', '43', '38', '01', '17', '45']","['01', '17', '38', '43', '45', '47']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 50, 'valorPremio': 53604.54}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 5258, 'valorPremio': 728.2}]",,,1.0,1926.0,03/05/2017,[],46487696.5,3103420.74,24205764.14,35737910.39,40000000.0
248,megasena,270.0,2001-05-05,"Caminhão da Sorte em Itapecerica da Serra, SP","['45', '27', '35', '40', '05', '09']","['05', '09', '27', '35', '40', '45']",, ,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 1, 'valorPremio': 25186260.21}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 228, 'valorPremio': 9665.14}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 16867, 'valorPremio': 130.16}]",[],Estimativa prêmio próximo concurso (sena):1MILHÃO.,0.0,271.0,,"[{'ganhadores': 1, 'municipio': '', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'SP'}]",0.0,1762922.3,0.0,0.0,0.0
249,megasena,1854.0,2016-09-08,"Caminhão da Sorte em LAGARTO, SE","['59', '30', '43', '31', '34', '25']","['25', '30', '31', '34', '43', '59']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 18, 'valorPremio': 70893.89}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 1548, 'valorPremio': 1177.63}]",,,1.0,1855.0,10/09/2016,[],22133380.5,14360440.78,44971793.18,14360440.78,17000000.0
250,megasena,604.0,06/10/2004,"Caminhão da Sorte em São Luis, MA","['41', '49', '51', '25', '15', '46']","['15', '25', '41', '46', '49', '51']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 15, 'valorPremio': 35679.23}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 1422, 'valorPremio': 374.94}]",[],"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$10.000.000,00 (DEZ MILHÕES DE REAIS).",1.0,605.0,09/10/2004,[],0.0,8450325.62,0.0,8450325.62,0.0
253,megasena,742.0,01/03/2006,"Auditório em BRASÍLIA, DF","['34', '17', '07', '41', '02', '50']","['02', '07', '17', '34', '41', '50']",[],,--,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 25, 'valorPremio': 14199}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 1622, 'valorPremio': 218.02}]",[],"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 04/03/2006: R$3.000.000,00.",1.0,743.0,04/03/2006,[],0.0,3281568.43,0.0,1766454.86,0.0
