,loteria,concurso,data,local,dezenasOrdemSorteio,dezenas,trevos,timeCoracao,mesSorte,premiacoes,estadosPremiados,observacao,acumulou,proximoConcurso,dataProximoConcurso,localGanhadores,valorArrecadado,valorAcumuladoConcurso_0_5,valorAcumuladoConcursoEspecial,valorAcumuladoProximoConcurso,valorEstimadoProximoConcurso
6568,maismilionaria,181.0,14/09/2024,"Espaço da Sorte em SAO PAULO, SP","['23', '27', '10', '31', '30', '02', '06', '01']","['02', '10', '23', '27', '30', '31']","['1', '6']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 13, 'valorPremio': 21314.91}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 68, 'valorPremio': 1343.37}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 921, 'valorPremio': 99.18}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1023, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 7409, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 8156, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 55329, 'valorPremio': 6}]",[],,1.0,182.0,18/09/2024,[],5296680.0,0.0,0.0,10070102.45,11000000.0
6584,maismilionaria,18.0,24/09/2022,"Espaço da Sorte em SAO PAULO, SP","['39', '18', '10', '49', '20', '42', '04', '03']","['10', '18', '20', '39', '42', '49']","['3', '4']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 1, 'valorPremio': 176935.29}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 11, 'valorPremio': 7148.9}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 45, 'valorPremio': 1872.33}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 645, 'valorPremio': 130.62}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 898, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 7042, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 7518, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 54459, 'valorPremio': 6}]",,,1.0,19.0,01/10/2022,[],4941726.0,0.0,0.0,14130365.39,15000000.0
6657,maismilionaria,70.0,2023-08-19,"Espaço da Sorte em SAO PAULO, SP","['32', '16', '02', '37', '01', '39', '06', '03']","['01', '02', '16', '32', '37', '39']","['3', '6']",null,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 8, 'valorPremio': 67934.58}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 66, 'valorPremio': 1900.27}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 864, 'valorPremio': 207.37}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1549, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 12762, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 13067, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 112981, 'valorPremio': 6}]",[],,1.0,71.0,23/08/2023,[],10209588.0,0.0,0.0,64374693.88,66000000.0
6706,maismilionaria,99.0,29/11/2023,"Espaço da Sorte em SAO PAULO, SP","['33', '23', '20', '40', '08', '05', '04', '01']","['05', '08', '20', '23', '33', '40']","['1', '4']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 3, 'valorPremio': 135756.77}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 45, 'valorPremio': 4022.42}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 136, 'valorPremio': 1426.01}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 2116, 'valorPremio': 91.65}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 2035, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 17075, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 15347, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 132771, 'valorPremio': 6}]",[],,1.0,100.0,02/12/2023,[],11472456.0,0.0,0.0,101598650.07,104000000.0
6726,maismilionaria,180.0,11/09/2024,"Espaço da Sorte em SAO PAULO, SP","['04', '36', '26', '15', '41', '39', '02', '04']","['04', '15', '26', '36', '39', '41']","['2', '4']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 1, 'valorPremio': 190238.61}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 14, 'valorPremio': 6039.32}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 45, 'valorPremio': 2013.1}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 455, 'valorPremio': 199.09}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 768, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 6137, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 6842, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 50254, 'valorPremio': 6}]",[],,1.0,181.0,14/09/2024,[],5048616.0,0.0,0.0,9409336.65,10000000.0
6736,maismilionaria,128.0,09/03/2024,"Espaço da Sorte em SAO PAULO, SP","['33', '50', '05', '42', '15', '40', '02', '01']","['05', '15', '33', '40', '42', '50']","['1', '2']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 1, 'valorPremio': 316881.6}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 9, 'valorPremio': 28167.26}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 73, 'valorPremio': 3472.68}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 155, 'valorPremio': 1752.34}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 3043, 'valorPremio': 89.25}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 2808, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 29334, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 20265, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 203642, 'valorPremio': 6}]",[],,1.0,129.0,13/03/2024,[],16600080.0,0.0,0.0,151248755.42,153000000.0
6742,maismilionaria,279.0,23/08/2025,"Espaço da Sorte em SAO PAULO, SP","['27', '04', '01', '03', '07', '32', '03', '01']","['01', '03', '04', '07', '27', '32']","['1', '3']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 2, 'valorPremio': 259147.05}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 18, 'valorPremio': 12797.38}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 171, 'valorPremio': 1443.31}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1906, 'valorPremio': 129.48}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 3366, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 24118, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 22438, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 178836, 'valorPremio': 6}]",[],,1.0,280.0,27/08/2025,[],14910516.0,0.0,0.0,146875875.93,148000000.0
6831,maismilionaria,274.0,06/08/2025,"Espaço da Sorte em SAO PAULO, SP","['01', '33', '24', '25', '22', '02', '01', '06']","['01', '02', '22', '24', '25', '33']","['1', '6']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 28, 'valorPremio': 23929.44}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 162, 'valorPremio': 1363.5}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 2107, 'valorPremio': 104.83}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 3046, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 20227, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 20707, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 146324, 'valorPremio': 6}]",[],,1.0,275.0,09/08/2025,[],13090296.0,0.0,0.0,137879170.8,140000000.0
6857,maismilionaria,59.0,08/07/2023,"Espaço da Sorte em SAO PAULO, SP","['21', '16', '22', '34', '48', '09', '01', '02']","['09', '16', '21', '22', '34', '48']","['1', '2']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 5, 'valorPremio': 94202.64}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 22, 'valorPremio': 9515.42}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 119, 'valorPremio': 1884.8}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1670, 'valorPremio': 134.3}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1948, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 18207, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 15759, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 148733, 'valorPremio': 6}]",[],,1.0,60.0,15/07/2023,[],13000848.0,0.0,0.0,53820060.99,55000000.0
6928,maismilionaria,219.0,25/01/2025,"Espaço da Sorte em SAO PAULO, SP","['23', '39', '13', '45', '38', '12', '04', '06']","['12', '13', '23', '38', '39', '45']","['4', '6']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 25, 'valorPremio': 21275.41}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 92, 'valorPremio': 1905.94}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1573, 'valorPremio': 111.47}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1628, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 15422, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 11633, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 114118, 'valorPremio': 6}]",[],,1.0,220.0,29/01/2025,[],10091892.0,0.0,0.0,40978613.6,42000000.0
6933,maismilionaria,60.0,15/07/2023,"Espaço da Sorte em SAO PAULO, SP","['04', '27', '41', '07', '17', '36', '05', '04']","['04', '07', '17', '27', '36', '41']","['4', '5']",nan,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 4, 'valorPremio': 90124.32}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 29, 'valorPremio': 5524.87}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 106, 'valorPremio': 1619.48}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1458, 'valorPremio': 117.74}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1762, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 16982, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 13033, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 126699, 'valorPremio': 6}]",[],,1.0,61.0,19/07/2023,[],10376610.0,0.0,0.0,55061774.46,55500000.0
6942,maismilionaria,90.0,28/10/2023,"Espaço da Sorte em SAO PAULO, SP","['44', '11', '42', '30', '50', '17', '01', '04']","['11', '17', '30', '42', '44', '50']","['1', '4']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 3, 'valorPremio': 138041.68}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 55, 'valorPremio': 3346.47}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 153, 'valorPremio': 1288.9}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1920, 'valorPremio': 102.7}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 2233, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 17191, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 16062, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 130932, 'valorPremio': 6}]",[],,1.0,91.0,01/11/2023,[],11629398.0,0.0,0.0,88655250.27,90000000.0
6971,maismilionaria,108.0,30/12/2023,"Espaço da Sorte em SAO PAULO, SP","['36', '33', '31', '35', '15', '44', '01', '06']","['15', '31', '33', '35', '36', '44']","['1', '6']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 3, 'valorPremio': 159297.52}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 18, 'valorPremio': 11799.82}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 87, 'valorPremio': 1831.01}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1545, 'valorPremio': 147.29}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 2120, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 15823, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 16656, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 126125, 'valorPremio': 6}]",[],,1.0,109.0,03/01/2024,[],12712128.0,0.0,0.0,115433537.77,117000000.0
6979,maismilionaria,7.0,09/07/2022,"ESPAÇO DA SORTE em SAO PAULO, SP","['12', '47', '35', '44', '48', '09', '05', '01']","['09', '12', '35', '44', '47', '48']","['1', '5']",nan,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 15, 'valorPremio': 19592.68}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 37, 'valorPremio': 1833}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 799, 'valorPremio': 121.26}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1044, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 8342, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 7909, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 63562, 'valorPremio': 6}]",[],,1.0,8.0,16/07/2022,[],5690448.0,0.0,0.0,7309135.58,10000000.0
6997,maismilionaria,142.0,27/04/2024,"Espaço da Sorte em SAO PAULO, SP","['32', '40', '11', '43', '23', '12', '04', '03']","['11', '12', '23', '32', '40', '43']","['3', '4']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 2, 'valorPremio': 318968.42}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 43, 'valorPremio': 6593.66}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 200, 'valorPremio': 1518.89}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 2639, 'valorPremio': 115.11}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 3661, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 27036, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 27427, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 202244, 'valorPremio': 6}]",[],,1.0,143.0,04/05/2024,[],18059838.0,0.0,0.0,176325022.72,178000000.0
7008,maismilionaria,151.0,01/06/2024,"Espaço da Sorte em SAO PAULO, SP","['12', '21', '22', '37', '36', '01', '05', '01']","['01', '12', '21', '22', '36', '37']","['1', '5']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 1, 'valorPremio': 361833.74}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 21, 'valorPremio': 27568.29}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 165, 'valorPremio': 1879.65}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 2749, 'valorPremio': 112.82}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 3137, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 26062, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 25030, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 204527, 'valorPremio': 6}]",[],,1.0,152.0,05/06/2024,[],18160416.0,0.0,0.0,214697987.32,217000000.0
7028,maismilionaria,299.0,01/11/2025,"Espaço da Sorte em SAO PAULO, SP","['25', '35', '14', '20', '39', '24', '02', '03']","['14', '20', '24', '25', '35', '39']","['2', '3']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 13, 'valorPremio': 20578.57}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 35, 'valorPremio': 1763.88}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 497, 'valorPremio': 177.45}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 713, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 6568, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 6356, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 58080, 'valorPremio': 6}]",[],,1.0,300.0,05/11/2025,[],5019006.0,0.0,0.0,3921364.02,10000000.0
7032,maismilionaria,87.0,18/10/2023,"Espaço da Sorte em SAO PAULO, SP","['02', '12', '49', '06', '03', '44', '05', '04']","['02', '03', '06', '12', '44', '49']","['4', '5']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 3, 'valorPremio': 124977.51}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 43, 'valorPremio': 3875.27}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 94, 'valorPremio': 1899.35}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1632, 'valorPremio': 109.39}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1572, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 16200, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 13166, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 130980, 'valorPremio': 6}]",[],,1.0,88.0,21/10/2023,[],10652406.0,0.0,0.0,84485760.07,87000000.0
7059,maismilionaria,73.0,30/08/2023,"Espaço da Sorte em SAO PAULO, SP","['27', '40', '06', '41', '17', '31', '05', '02']","['06', '17', '27', '31', '40', '41']","['2', '5']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 4, 'valorPremio': 68471.95}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 3, 'valorPremio': 40575.97}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 125, 'valorPremio': 1043.38}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1551, 'valorPremio': 84.08}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 2082, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 14697, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 14236, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 94880, 'valorPremio': 6}]",[],,1.0,74.0,02/09/2023,[],8184672.0,0.0,0.0,67319006.41,69000000.0
