,loteria,concurso,data,local,dezenasOrdemSorteio,dezenas,trevos,timeCoracao,mesSorte,premiacoes,estadosPremiados,observacao,acumulou,proximoConcurso,dataProximoConcurso,localGanhadores,valorArrecadado,valorAcumuladoConcurso_0_5,valorAcumuladoConcursoEspecial,valorAcumuladoProximoConcurso,valorEstimadoProximoConcurso
1973,maismilionaria,83.0,04/10/2023,"Espaço da Sorte em SAO PAULO, SP","['27', '37', '15', '41', '01', '31', '02', '06']","['01', '15', '27', '31', '37', '41']","['2', '6']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 11, 'valorPremio': 46647.21}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 78, 'valorPremio': 1518.11}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 976, 'valorPremio': 173.31}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1585, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 12903, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 12834, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 102074, 'valorPremio': 6}]",[],,1.0,84.0,07/10/2023,[],9651456.0,0.0,0.0,78562475.84,80000000.0
2036,maismilionaria,159.0,29/06/2024,"Espaço da Sorte em SAO PAULO, SP","['41', '21', '24', '30', '33', '16', '03', '06']","['16', '21', '24', '30', '33', '41']","['3', '6']",,null,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 4, 'valorPremio': 170973.6}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 51, 'valorPremio': 5959.87}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 160, 'valorPremio': 2035.39}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 2554, 'valorPremio': 127.51}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 3277, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 25936, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 26132, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 205953, 'valorPremio': 6}]",,,1.0,160.0,03/07/2024,[],18851088.0,0.0,0.0,232445659.12,234000000.0
2059,maismilionaria,3.0,11/06/2022,"ESPAÇO DA SORTE em SAO PAULO, SP","['09', '17', '30', '44', '01', '31', '01', '04']","['01', '09', '17', '30', '31', '44']","['1', '4']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 19, 'valorPremio': 20410.25}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 60, 'valorPremio': 1491.52}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1031, 'valorPremio': 124}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1200, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 10591, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 8978, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 82063, 'valorPremio': 6}]",[],,1.0,4.0,18/06/2022,[],7394010.0,0.0,0.0,4486676.43,10000000.0
2152,maismilionaria,58.0,01/07/2023,"Espaço da Sorte em SAO PAULO, SP","['03', '26', '31', '18', '21', '28', '05', '03']","['03', '18', '21', '26', '28', '31']","['3', '5']",--,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 5, 'valorPremio': 65620.73}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 23, 'valorPremio': 6340.17}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 87, 'valorPremio': 1795.86}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1199, 'valorPremio': 130.3}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1965, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 13004, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 16282, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 104001, 'valorPremio': 6}]",[],,1.0,59.0,08/07/2023,[],9309132.0,0.0,0.0,52197673.71,53000000.0
2230,maismilionaria,211.0,28/12/2024,"Espaço da Sorte em SAO PAULO, SP","['33', '18', '44', '16', '22', '40', '05', '06']","['16', '18', '22', '33', '40', '44']","['5', '6']", ,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 3, 'valorPremio': 80037.98}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 21, 'valorPremio': 5081.78}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 62, 'valorPremio': 1844.19}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 949, 'valorPremio': 120.48}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 973, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 10476, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 7543, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 79441, 'valorPremio': 6}]",[],,1.0,212.0,02/01/2025,[],6665550.0,0.0,0.0,31495929.36,32500000.0
2239,maismilionaria,220.0,2025-01-29,"Espaço da Sorte em SAO PAULO, SP","['29', '05', '36', '39', '21', '22', '01', '03']","['05', '21', '22', '29', '36', '39']","['1', '3']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 3, 'valorPremio': 113133.51}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 25, 'valorPremio': 6033.79}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 78, 'valorPremio': 2072.04}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1210, 'valorPremio': 133.56}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1755, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 14003, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 13461, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 108936, 'valorPremio': 6}]",[],,1.0,221.0,01/02/2025,[],9453312.0,0.0,0.0,42147668.33,43000000.0
2263,maismilionaria,207.0,14/12/2024,"Espaço da Sorte em SAO PAULO, SP","['33', '01', '32', '24', '44', '13', '01', '05']","['01', '13', '24', '32', '33', '44']","['1', '5']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 5, 'valorPremio': 44231.49}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 49, 'valorPremio': 2005.97}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 88, 'valorPremio': 1196.73}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1287, 'valorPremio': 81.82}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1408, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 10927, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 9174, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 75609, 'valorPremio': 6}]",[],,1.0,208.0,18/12/2024,[],6373980.0,0.0,0.0,28132031.46,29000000.0
2370,maismilionaria,64.0,29/07/2023,"Espaço da Sorte em SAO PAULO, SP","['18', '49', '13', '33', '21', '42', '04', '01']","['13', '18', '21', '33', '42', '49']","['1', '4']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 1, 'valorPremio': 163996.12}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 1, 'valorPremio': 131196.9}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 42, 'valorPremio': 3123.73}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 97, 'valorPremio': 1449.15}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1681, 'valorPremio': 83.62}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1431, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 14181, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 10701, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 97401, 'valorPremio': 6}]",[],,1.0,65.0,02/08/2023,[],8419872.0,0.0,0.0,58540310.57,60000000.0
2379,maismilionaria,141.0,24/04/2024,"Espaço da Sorte em SAO PAULO, SP","['44', '20', '30', '21', '02', '40', '06', '03']","['02', '20', '21', '30', '40', '44']","['3', '6']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 2, 'valorPremio': 278310.37}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 19, 'valorPremio': 13020.37}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 122, 'valorPremio': 2172.6}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1724, 'valorPremio': 153.74}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 2309, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 18018, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 19528, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 146253, 'valorPremio': 6}]",[],,1.0,142.0,27/04/2024,[],14757144.0,0.0,0.0,174127680.55,177000000.0
2399,maismilionaria,167.0,27/07/2024,"Espaço da Sorte em SAO PAULO, SP","['37', '24', '14', '48', '11', '45', '02', '01']","['11', '14', '24', '37', '45', '48']","['1', '2']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 1, 'valorPremio': 246625.71}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 14, 'valorPremio': 7829.39}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 46, 'valorPremio': 1787.15}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1042, 'valorPremio': 112.7}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1111, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 11172, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 8475, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 85034, 'valorPremio': 6}]",[],,1.0,168.0,31/07/2024,[],7024656.0,0.0,0.0,849493.92,10000000.0
2414,maismilionaria,136.0,2024-04-06,"Espaço da Sorte em SAO PAULO, SP","['20', '22', '37', '15', '21', '18', '03', '05']","['15', '18', '20', '21', '22', '37']","['3', '5']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 24, 'valorPremio': 35896.29}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 133, 'valorPremio': 2135.44}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1995, 'valorPremio': 142.36}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 2929, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 22327, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 23660, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 178559, 'valorPremio': 6}]",[],,1.0,137.0,10/04/2024,[],16441812.0,0.0,0.0,164992357.45,167000000.0
2428,maismilionaria,198.0,13/11/2024,"Espaço da Sorte em SAO PAULO, SP","['03', '19', '07', '22', '41', '18', '02', '04']","['03', '07', '18', '19', '22', '41']","['2', '4']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 1, 'valorPremio': 208013.49}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 16, 'valorPremio': 5778.15}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 63, 'valorPremio': 1572.28}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1035, 'valorPremio': 95.7}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1309, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 10279, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 9756, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 73833, 'valorPremio': 6}]",[],,1.0,199.0,16/11/2024,[],6126672.0,0.0,0.0,21692077.47,23000000.0
2456,maismilionaria,191.0,19/10/2024,"Espaço da Sorte em SAO PAULO, SP","['04', '46', '08', '38', '27', '42', '06', '04']","['04', '08', '27', '38', '42', '46']","['4', '6']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 1, 'valorPremio': 211553.2}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 17, 'valorPremio': 5530.8}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 43, 'valorPremio': 1639.95}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 717, 'valorPremio': 140.5}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 948, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 8112, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 6886, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 62886, 'valorPremio': 6}]",,,1.0,192.0,23/10/2024,[],5781654.0,0.0,0.0,16593098.8,18000000.0
2471,maismilionaria,27.0,26/11/2022,"Espaço da Sorte em SAO PAULO, SP","['23', '03', '37', '17', '21', '16', '04', '01']","['03', '16', '17', '21', '23', '37']","['1', '4']", ,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 1, 'valorPremio': 158523.57}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 10, 'valorPremio': 7045.49}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 39, 'valorPremio': 1354.9}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 593, 'valorPremio': 127.29}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 682, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 6496, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 5578, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 50063, 'valorPremio': 6}]",[],,1.0,28.0,03/12/2022,[],4408284.0,0.0,0.0,19481574.96,20000000.0
2540,maismilionaria,298.0,29/10/2025,"Espaço da Sorte em SAO PAULO, SP","['36', '28', '35', '10', '02', '09', '02', '06']","['02', '09', '10', '28', '35', '36']","['2', '6']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 1, 'valorPremio': 161001.34}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 17, 'valorPremio': 4209.19}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 44, 'valorPremio': 1742.43}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 582, 'valorPremio': 131.73}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 944, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 6594, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 6457, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 50678, 'valorPremio': 6}]",[],,1.0,299.0,01/11/2025,[],4482630.0,0.0,0.0,3283427.49,10000000.0
2571,maismilionaria,154.0,12/06/2024,"Espaço da Sorte em SAO PAULO, SP","['14', '23', '41', '16', '40', '13', '02', '04']","['13', '14', '16', '23', '40', '41']","['2', '4']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 8, 'valorPremio': 81505.27}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 57, 'valorPremio': 5084.15}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 164, 'valorPremio': 1893.27}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1923, 'valorPremio': 161.46}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 3797, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 26812, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 30650, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 217888, 'valorPremio': 6}]",,,1.0,155.0,15/06/2024,[],18656964.0,0.0,0.0,221660664.02,224000000.0
2575,maismilionaria,208.0,18/12/2024,"Espaço da Sorte em SAO PAULO, SP","['12', '18', '25', '01', '02', '03', '01', '06']","['01', '02', '03', '12', '18', '25']","['1', '6']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 1, 'valorPremio': 202867.82}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 25, 'valorPremio': 3606.54}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 94, 'valorPremio': 1027.69}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1182, 'valorPremio': 81.72}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1378, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 9630, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 9205, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 64838, 'valorPremio': 6}]",[],,1.0,209.0,21/12/2024,[],5792166.0,0.0,0.0,28830806.6,29500000.0
2622,maismilionaria,258.0,11/06/2025,"Espaço da Sorte em SAO PAULO, SP","['47', '44', '25', '04', '16', '20', '04', '02']","['04', '16', '20', '25', '44', '47']","['2', '4']",,-,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 3, 'valorPremio': 147994.14}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 36, 'valorPremio': 5481.26}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 141, 'valorPremio': 1499.43}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1595, 'valorPremio': 132.55}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 2320, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 17492, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 17550, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 136005, 'valorPremio': 6}]",[],,1.0,259.0,14/06/2025,[],12226074.0,0.0,0.0,110149154.44,112000000.0
2634,maismilionaria,98.0,25/11/2023,"Espaço da Sorte em SAO PAULO, SP","['50', '15', '35', '18', '23', '47', '05', '03']","['15', '18', '23', '35', '47', '50']","['3', '5']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 1, 'valorPremio': 472063.67}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 46, 'valorPremio': 4561}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 175, 'valorPremio': 1284.52}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1825, 'valorPremio': 123.17}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 2888, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 19426, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 22736, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 160787, 'valorPremio': 6}]",,,1.0,99.0,29/11/2023,[],13585176.0,0.0,0.0,100195824.33,103000000.0
